,condition_name,drug_name,affect,summary
272,GI bleed,Sertraline,1,"There is evidence supporting a causal association between sertraline, a selective serotonin reuptake inhibitor (SSRI), and an increased risk of gastrointestinal (GI) bleeding, particularly when used concomitantly with other medications that affect hemostasis such as aspirin, NSAIDs, antiplatelet drugs, warfarin, and other anticoagulants. Case reports and epidemiological studies have demonstrated this association, with drugs that interfere with serotonin reuptake showing an increased risk of bleeding events ranging from mild to life-threatening hemorrhages. Patients should be informed of this risk and monitored accordingly, especially when sertraline is combined with other agents that can also increase bleeding risk."
273,GI bleed,Droperidol,0,"There is no direct evidence provided in the provided context to support a causal association between droperidol and gastrointestinal (GI) bleeding. The documents focus on droperidol's potential effects on carcinogenesis, mutagenesis, fertility, pregnancy, nursing mothers, pediatric use, and overdose manifestations, including QT prolongation and arrhythmias, but do not mention GI bleeding as an adverse event."
274,GI bleed,orlistat,0,I don't know.
275,GI bleed,Prochlorperazine,0,"There is no direct evidence provided in the context regarding the causal association between Prochlorperazine and GI bleed. The documents focus on NSAIDs and their well-established risk of causing gastrointestinal bleeding, ulceration, and perforation, particularly in patients with risk factors such as a history of peptic ulcer disease, concomitant use of certain medications, and advanced liver disease. Prochlorperazine is not mentioned in the context of these risks."
276,GI bleed,Fluoxetine,1,"The evidence suggests a causal association between fluoxetine, an SSRI, and an increased risk of gastrointestinal bleeding, particularly when used concomitantly with NSAIDs, aspirin, warfarin, or other drugs that affect coagulation. This is supported by documented adverse reactions ranging from ecchymoses and petechiae to life-threatening hemorrhages, and specific mentions of gastrointestinal hemorrhage, hematemesis, and peptic ulcer bleeding in postmarketing experience. Patients are advised to be cautious of this risk, indicating a recognized concern within medical literature and drug safety information."
277,GI bleed,lithium citrate,0,"There is no direct evidence provided in the provided documents linking lithium citrate to GI bleed. The documents focus on adverse events associated with felbamate and sulindac, mentioning various digestive and hematologic issues, but do not establish a causal relationship between lithium citrate and gastrointestinal bleeding."
278,GI bleed,metaxalone,0,"There is no direct evidence provided in the context regarding the causal association between metaxalone and GI bleed. The documents focus on NSAIDs, particularly meloxicam, and their well-established risk for GI bleeding, especially in patients with certain risk factors such as a history of peptic ulcer disease, concurrent use of other medications, and advanced liver disease. Metaxalone is not mentioned, and therefore, no conclusion can be drawn from the provided context about its association with GI bleed."
279,GI bleed,ramelteon,0,I don't know.
280,GI bleed,Chlorazepate,0,"There is no direct evidence provided in the context regarding the causal association between Chlorazepate and GI bleed. However, the documents discuss adverse gastrointestinal effects associated with clozapine, including severe complications from gastrointestinal hypomotility, which can lead to conditions such as intestinal obstruction, ischemia, infarction, perforation, ulceration, or necrosis, potentially increasing the risk for GI bleed. Clozapine's potent anticholinergic effects are implicated in these adverse reactions, and caution is advised with concomitant use of medications that decrease gastrointestinal peristalsis."
281,GI bleed,Citalopram,1,"There is evidence supporting a causal association between citalopram, an SSRI, and an increased risk of gastrointestinal (GI) bleeding. Case reports and epidemiological studies have demonstrated this association, with drugs that interfere with serotonin reuptake, including citalopram, being linked to a range of bleeding events from ecchymosis to life-threatening hemorrhages. The risk is further increased when citalopram is used concomitantly with other medications that affect hemostasis, such as aspirin, NSAIDs, antiplatelet drugs, warfarin, and other anticoagulants."
282,GI bleed,Temazepam,0,"Current evidence from controlled clinical studies does not indicate a direct causal association between temazepam and GI bleed, as gastrointestinal adverse events reported include nausea and vomiting, but GI bleed is not listed among the adverse reactions in the provided documents."
283,GI bleed,Urea,0,"There is no direct evidence provided in the context regarding the causal association between Urea and GI bleed. The documents focus on the risks associated with NSAIDs, including ibuprofen and sulindac, which are known to increase the risk of GI bleeding, especially in patients with a history of peptic ulcer disease or gastrointestinal bleeding, and in those using concomitant medications like oral corticosteroids or anticoagulants. Urea is not mentioned in the provided context as a risk factor for GI bleed."
284,GI bleed,Miconazole,0,"The provided documents do not report gastrointestinal bleeding (GI bleed) as an adverse event associated with the use of miconazole, particularly the ORAVIG (miconazole buccal tablet) formulation. Adverse gastrointestinal events listed include diarrhea, nausea, abdominal pain, and vomiting, but there is no mention of GI bleed in the context of miconazole use. Therefore, based on the available information, there is no evidence to support a causal association between miconazole and GI bleed."
285,GI bleed,darifenacin,0,I don't know.
286,GI bleed,oxybutynin,0,"The provided context does not contain information regarding the causal association between oxybutynin and GI bleed. The documents focus on pioglitazone hydrochloride and its association with bladder cancer, liver test abnormalities, and piroxicam with its risks of GI bleeding in the context of NSAID use. Therefore, I cannot provide a summary on the association between oxybutynin and GI bleed based on the given context."
287,GI bleed,Nitrofurantoin,0,I don't know.
288,GI bleed,Hyoscyamine,0,"The provided documents do not establish a direct causal association between hyoscyamine and GI bleed. However, adverse reactions for hyoscyamine sulfate include gastrointestinal symptoms such as nausea, vomiting, abdominal pain, constipation, and diarrhea, which could be indicative of underlying GI disturbances. No specific mention of GI bleed is noted in the context of hyoscyamine use, and further investigation into medical literature and post-marketing surveillance data would be required to determine a causal relationship."
289,GI bleed,Dicyclomine,0,"There is no direct evidence provided in the context regarding the causal association between Dicyclomine and GI bleed. The documents supplied pertain to adverse reactions of Mebendazole and Celecoxib, with GI bleed mentioned as a serious adverse event for NSAIDs like Celecoxib, but Dicyclomine is not discussed in the provided text. Therefore, based on the given context, a causal relationship between Dicyclomine and GI bleed cannot be established."
290,GI bleed,Prilocaine,0,"There is no direct evidence provided in the context regarding the causal association between Prilocaine and GI bleed. The documents focus on the risks associated with NSAIDs, particularly ibuprofen and piroxicam, and their potential to cause GI bleeding, especially in patients with certain risk factors such as a history of peptic ulcer disease, concomitant use of other medications, and poor general health status. Prilocaine is not mentioned in the context of these risks or adverse events."
291,GI bleed,Scopolamine,0,"There is no direct evidence provided in the context that supports a causal association between Scopolamine and GI bleed. The documents focus on the gastrointestinal risks associated with NSAIDs like celecoxib and piroxicam, including bleeding, ulceration, and perforation, but do not mention Scopolamine in this context. Scopolamine is noted to cause gastrointestinal side effects such as nausea, vomiting, and constipation, but GI bleeding is not listed among the observed adverse reactions."
292,GI bleed,Ketoconazole,0,"There is no direct evidence provided in the provided context to support a causal association between ketoconazole and GI bleed. The documents focus on itraconazole, a different antifungal medication, and its potential adverse effects, which include hepatotoxicity, neuropathy, and various other systemic reactions, but do not mention GI bleeding as an associated adverse event for itraconazole or ketoconazole."
293,GI bleed,Ketotifen,0,"There is no direct evidence provided in the context regarding the causal association between Ketotifen and GI bleed. The documents focus on the risks associated with NSAIDs, including ibuprofen and sulindac, which are known to significantly increase the risk of GI bleeding, especially in patients with a history of peptic ulcer disease or those using other medications that elevate the risk. Ketotifen is not mentioned in the provided context, and therefore, no conclusion can be drawn about its association with GI bleed from this information."
294,GI bleed,Lactulose,0,"There is no direct evidence provided in the provided documents to support a causal association between lactulose and gastrointestinal (GI) bleeding. The adverse reactions listed for lactulose include flatulence, intestinal cramps, diarrhea, loss of fluids, hypokalemia, hypernatremia, nausea, and vomiting, but GI bleed is not mentioned. Additionally, while a theoretical hazard exists for an explosive reaction during electrocautery procedures in patients treated with lactulose, this is related to the accumulation of hydrogen gas and not to GI bleeding."
295,GI bleed,Clindamycin,1,"There is no direct mention of gastrointestinal (GI) bleeding as an adverse reaction to clindamycin in the provided documents. However, clindamycin has been associated with severe colitis, which can be caused by Clostridium difficile infection and may result in serious intestinal conditions that could theoretically lead to GI bleeding. The documents emphasize the risk of antibiotic-associated colitis and the potential for fatal outcomes, but do not explicitly link clindamycin to GI bleeding."
296,GI bleed,Sucralfate,0,"Current evidence does not indicate a causal association between sucralfate and gastrointestinal (GI) bleeding. Clinical trials and post-marketing data involving over 2,700 patients report constipation as the most frequent adverse effect, with other gastrointestinal complaints such as diarrhea, nausea, vomiting, and gastric discomfort being less common and not typically severe. No mention of GI bleeding as a direct adverse effect of sucralfate is found in the provided documents."
297,GI bleed,Tetrahydrocannabinol,0,"There is no direct evidence provided in the context regarding the causal association between Tetrahydrocannabinol (THC) and gastrointestinal (GI) bleeding. The documents provided discuss the risks associated with nonsteroidal anti-inflammatory drugs (NSAIDs), including celecoxib and piroxicam, which are associated with an increased risk of serious GI events such as bleeding, ulceration, and perforation, particularly in patients with certain risk factors or when used in combination with other drugs like aspirin. However, these documents do not mention THC or its potential link to GI bleeding."
298,GI bleed,Tolmetin,1,"Clinical trials and post-marketing reports indicate a probable causal relationship between tolmetin, a nonsteroidal anti-inflammatory drug (NSAID), and gastrointestinal bleeding, with gastrointestinal complaints being the most frequent adverse reactions observed. Gastrointestinal bleeding with or without evidence of peptic ulcer was reported in less than 1% of patients, and the risk of serious gastrointestinal events, including bleeding, is known to be increased by NSAID use, which can occur at any time without warning, especially in the elderly. Additionally, 40% of patients who developed ulcers during tolmetin treatment had a prior history of peptic ulcer disease or were taking concomitant anti-inflammatory drugs, which are known to produce peptic ulceration."
299,GI bleed,nabumetone,1,"Nabumetone, like other NSAIDs, carries a risk of causing gastrointestinal (GI) adverse events such as inflammation, bleeding, ulceration, and perforation, which can be fatal and may occur without warning. Clinical trials have shown a cumulative incidence of peptic ulcers of 0.3% at 3 to 6 months, 0.5% at 1 year, and 0.8% at 2 years of nabumetone therapy. The risk of GI bleeding is significantly higher in patients with a history of peptic ulcer disease or GI bleeding, especially when combined with other risk factors like corticosteroid or anticoagulant use, smoking, alcohol use, older age, and poor general health."
300,GI bleed,Naproxen,1,"Naproxen, a nonsteroidal anti-inflammatory drug (NSAID), has been associated with an increased risk of gastrointestinal (GI) bleeding, especially in patients with a history of peptic ulcer disease or GI bleeding. The risk is further elevated with long-term NSAID therapy, concurrent use of other medications like corticosteroids or anticoagulants, and in patients who are elderly, debilitated, or with advanced liver disease. To minimize this risk, it is recommended to use the lowest effective dose for the shortest duration and to monitor for signs of GI bleeding."
301,GI bleed,oxaprozin,1,"The evidence supporting the causal association between oxaprozin and GI bleed is substantial, as oxaprozin, like other NSAIDs, is known to cause serious GI adverse events including bleeding, ulceration, and perforation, which can be fatal and occur at any time during treatment. The risk is heightened in patients with a history of peptic ulcer disease or GI bleeding, and in those taking other medications that increase bleeding risk, with incidence rates of serious upper GI adverse events ranging from 1% for short-term treatment (3-6 months) to 2-4% for longer-term treatment (up to one year)."
302,GI bleed,Diflunisal,1,"The evidence suggests a strong causal association between the use of Diflunisal, a nonsteroidal anti-inflammatory drug (NSAID), and the risk of gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding. NSAID use is associated with a greater than 10-fold increased risk for developing a GI bleed, with higher risks in patients who also use oral corticosteroids or anticoagulants, have longer NSAID therapy duration, smoke, consume alcohol, are older, or have poor general health. To mitigate this risk, the lowest effective NSAID dose for the shortest duration is recommended, with vigilant monitoring for GI symptoms and consideration of alternative therapies for high-risk individuals."
303,GI bleed,benzonatate,0,I don't know.
304,GI bleed,Ketorolac,1,"Evidence from a large postmarketing observational study involving approximately 10,000 patients indicates a dose-dependent risk of clinically serious gastrointestinal (GI) bleeding associated with the use of ketorolac tromethamine IV/IM, especially in elderly patients and those with a history of peptic ulcer disease or GI bleeding. The incidence of GI bleeding increases with higher doses and is particularly significant in patients over 65 years of age or with a history of GI issues, with rates up to 25% at doses above 120 mg/day. Ketorolac is contraindicated in patients with active peptic ulcer disease, recent GI bleeding or perforation, and a history of peptic ulcer disease or GI bleeding due to the increased risk of fatal GI events."
305,GI bleed,salmeterol,0,"There is no direct evidence provided in the provided documents to support a causal association between salmeterol and GI bleed. The clinical trial data and postmarketing experience for salmeterol mention gastrointestinal signs and symptoms, but specific reference to GI bleed is not made. Adverse events reported include nausea and vomiting, but these are not directly indicative of GI bleeding."
306,GI bleed,bromfenac,0,"The evidence suggests a strong causal association between the use of bromfenac, a nonsteroidal anti-inflammatory drug (NSAID), and the risk of gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding. This risk is further amplified by factors such as concomitant use of corticosteroids or anticoagulants, prolonged NSAID therapy, smoking, alcohol use, older age, and poor general health. To mitigate this risk, it is recommended to use the lowest effective NSAID dose for the shortest duration, remain vigilant for GI symptoms, and consider alternative therapies for high-risk individuals."
307,GI bleed,Ergotamine,0,"The provided context primarily discusses the gastrointestinal (GI) bleeding risks associated with nonsteroidal anti-inflammatory drugs (NSAIDs) like celecoxib and indomethacin, rather than ergotamine. It outlines risk factors for GI bleeding in NSAID users, such as a history of peptic ulcer disease, concurrent use of other medications, and certain patient characteristics. However, there is no specific mention of ergotamine and its association with GI bleed in the provided documents. Therefore, based on the given context, I cannot provide a summary of the evidence supporting the causal association between ergotamine and GI bleed."
308,GI bleed,Piroxicam,1,"The evidence indicates a significant causal association between Piroxicam, a nonsteroidal anti-inflammatory drug (NSAID), and gastrointestinal (GI) bleeding. Patients with a history of peptic ulcer disease or GI bleeding who use NSAIDs like Piroxicam have a more than tenfold increased risk of developing a GI bleed, with risk factors including longer NSAID therapy duration, use of other medications like corticosteroids or anticoagulants, and certain patient characteristics such as advanced age and poor health. The risk of GI bleeding is present at any time during therapy and can occur without warning, with the incidence of serious GI events being higher in elderly or debilitated patients."
309,GI bleed,fluticasone,0,"Current evidence does not directly link fluticasone, an inhaled corticosteroid, with gastrointestinal (GI) bleeding. However, the provided context indicates that concomitant use of oral corticosteroids with NSAIDs increases the risk of GI bleeding, suggesting that systemic corticosteroids might contribute to this risk. Fluticasone, primarily acting locally in the lungs, has less systemic absorption, but caution may still be warranted in patients with risk factors for GI bleeding."
310,GI bleed,meloxicam,1,"Meloxicam, a nonsteroidal anti-inflammatory drug (NSAID), carries a risk for gastrointestinal (GI) bleeding, with evidence indicating that patients with a history of peptic ulcer disease or GI bleeding who use NSAIDs like meloxicam have a significantly increased risk of developing a GI bleed. This risk is further elevated with longer NSAID therapy, concurrent use of other medications (e.g., corticosteroids, aspirin, anticoagulants, SSRIs), and in patients with certain risk factors such as advanced liver disease, coagulopathy, smoking, alcohol use, older age, and poor general health."
311,GI bleed,Fenoprofen,1,"The evidence indicates that patients with a history of peptic ulcer disease and/or gastrointestinal bleeding who use NSAIDs, including Fenoprofen, have a greater than 10-fold increased risk for developing a GI bleed compared to those without these risk factors. Additional risk factors for GI bleeding with NSAID use include concomitant use of medications like oral corticosteroids or anticoagulants, longer NSAID therapy duration, and certain patient characteristics such as older age and poor general health status. To mitigate this risk, the lowest effective NSAID dose for the shortest duration is recommended, especially in high-risk populations."
312,GI bleed,Flurbiprofen,1,"The evidence supports a causal association between Flurbiprofen, a nonsteroidal anti-inflammatory drug (NSAID), and gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding. NSAID use is associated with a greater than 10-fold increased risk for developing a GI bleed, with risk factors including concomitant use of corticosteroids or anticoagulants, longer NSAID therapy duration, and certain patient demographics such as older age and poor general health. To mitigate this risk, the lowest effective NSAID dose for the shortest duration is recommended, with vigilant monitoring for GI symptoms."
313,GI bleed,Ibuprofen,1,"The evidence indicates a strong causal association between ibuprofen, a nonsteroidal anti-inflammatory drug (NSAID), and gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding. The risk of GI bleed is significantly heightened (more than 10-fold) in individuals using NSAIDs like ibuprofen, especially when combined with other risk factors such as oral corticosteroids, anticoagulants, long-term NSAID therapy, smoking, alcohol use, older age, and poor general health. To mitigate this risk, the lowest effective dose of ibuprofen should be used for the shortest duration, with vigilant monitoring for signs of GI ulceration and bleeding."
314,GI bleed,Indomethacin,1,"Indomethacin, like other NSAIDs, carries a significant risk for gastrointestinal (GI) bleeding, with evidence indicating that patients with a history of peptic ulcer disease or GI bleeding who use NSAIDs have a more than 10-fold increased risk for developing a GI bleed. The risk is further elevated with longer NSAID therapy, concurrent use of other medications like corticosteroids or anticoagulants, and in patients with advanced liver disease or coagulopathy. To mitigate this risk, it is recommended to use the lowest effective dose for the shortest duration, especially in high-risk patients, and to remain vigilant for signs of GI ulceration and bleeding during therapy."
315,GI bleed,Ketoprofen,1,"The evidence supports a causal association between ketoprofen, a nonsteroidal anti-inflammatory drug (NSAID), and gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding. NSAID use, including ketoprofen, is associated with a greater than 10-fold increased risk for developing a GI bleed, especially in high-risk groups such as the elderly, those with concomitant use of corticosteroids or anticoagulants, and patients with poor general health status. To mitigate this risk, the lowest effective dose for the shortest duration is recommended, and physicians should monitor for signs of GI ulceration and bleeding during therapy."
316,GI bleed,Etodolac,1,"Clinical trials and postmarketing surveillance studies indicate that gastrointestinal bleeding is a probable adverse event associated with etodolac use, occurring in approximately 1 to 10% of patients. The risk of GI ulcers, bleeding, and perforation can occur at any time during treatment with NSAIDs like etodolac, with the incidence increasing with longer duration of use and in patients with a history of ulcer disease or GI bleeding."
317,GI bleed,Mefenamate,1,"The evidence indicates that the use of NSAIDs, including mefenamic acid (though not explicitly mentioned, it is a member of the NSAID class), is associated with an increased risk of gastrointestinal (GI) bleeding, especially in patients with a history of peptic ulcer disease or GI bleeding. This risk is further amplified by factors such as longer NSAID therapy duration, concurrent use of other medications like corticosteroids or anticoagulants, and certain patient characteristics including advanced age and poor general health. The provided context emphasizes the importance of using the lowest effective NSAID dosage for the shortest duration to minimize GI bleeding risks."
318,GI bleed,Sulindac,1,"The evidence supports a causal association between Sulindac, a non-steroidal anti-inflammatory drug (NSAID), and gastrointestinal (GI) bleeding, particularly in patients with a history of peptic ulcer disease or previous GI bleeding, who are at a greater than 10-fold increased risk. Additional risk factors for GI bleeding with NSAID use include concomitant corticosteroid or anticoagulant therapy, longer NSAID duration, smoking, alcohol use, older age, and poor health. Clinical trials and post-marketing reports have identified GI pain, dyspepsia, nausea, and more serious events like peptic ulcers and GI bleeding as adverse reactions potentially related to Sulindac."
319,GI bleed,Epoetin Alfa,0,"The provided documents do not contain direct evidence supporting a causal association between Epoetin Alfa and gastrointestinal (GI) bleeding. However, they do report an increased incidence of thromboembolic events, including deep venous thrombosis (DVT) and stroke, in patients treated with Epoetin Alfa, particularly among those with a history of cancer or undergoing orthopedic surgery. These findings suggest a potential for vascular complications, but specific evidence linking Epoetin Alfa to GI bleed is not mentioned in the provided context."
320,GI bleed,Adenosine,0,"There is no direct evidence provided in the supplied documents to support a causal association between Adenosine and GI bleed. The documents focus on the adverse effects of NSAIDs, particularly celecoxib and piroxicam, and their association with increased risk of gastrointestinal events, as well as other drugs like imatinib mesylate and their respective side effects. Adenosine is not mentioned in the context of GI bleeding in the provided excerpts."
321,GI bleed,moexipril,0,I don't know.
322,GI bleed,Dacarbazine,0,I don't know.
323,GI bleed,clopidogrel,1,"The evidence supporting the causal association between clopidogrel and gastrointestinal (GI) bleeding includes postmarketing reports of hemorrhages, including those with fatal outcomes, in patients treated with clopidogrel bisulfate. Clinical trials such as CURE and CHARISMA have not shown a difference in the rate of adverse events other than bleeding when comparing clopidogrel plus aspirin to aspirin alone, indicating a specific association with bleeding events. The drug's prescribing information warns of an increased risk of bleeding as a precaution."
324,GI bleed,Phentolamine,0,"The provided context discusses the risks associated with NSAIDs, including indomethacin, and their association with serious gastrointestinal (GI) adverse events such as bleeding, ulceration, and perforation. However, there is no specific mention of phentolamine or direct evidence linking phentolamine to GI bleed within the provided documents. Therefore, based on the given context, a causal association between phentolamine and GI bleed cannot be established."
325,GI bleed,Chlorambucil,0,"The evidence supporting the causal association between Chlorambucil and GI bleed is not explicitly detailed in the provided documents. However, gastrointestinal toxicity is listed as a major toxicity of Chlorambucil, with gastrointestinal disturbances such as nausea and vomiting, diarrhea, and oral ulceration occurring infrequently. This suggests that while GI bleed is not directly mentioned, Chlorambucil does have some adverse effects on the gastrointestinal system."
326,GI bleed,pioglitazone,0,"The provided documents do not contain information regarding the causal association between pioglitazone and gastrointestinal (GI) bleeding. The documents focus on liver test abnormalities, bladder cancer risk, and other adverse reactions related to pioglitazone, but GI bleed is not mentioned as an adverse event in the context provided."
327,GI bleed,Acarbose,0,"The provided documents do not establish a direct causal association between acarbose and GI bleed; however, they do report common gastrointestinal side effects such as flatulence, diarrhea, and abdominal discomfort. Rare postmarketing reports mention intestinal complications that could potentially include GI bleeding, but these are not conclusively linked to acarbose use. Monitoring for adverse reactions is recommended, especially in patients with renal impairment or when used in combination with other drugs that may affect blood glucose control."
328,GI bleed,rosiglitazone,0,I don't know.
329,GI bleed,sitagliptin,0,"The provided documents do not contain specific information regarding the causal association between sitagliptin and gastrointestinal (GI) bleeding. They focus on the pharmacokinetics, safety, and efficacy of sitagliptin in different populations, including pediatric and geriatric patients, as well as those with renal impairment, but do not address GI bleed as an adverse event. Additional sources would be required to determine if there is evidence supporting a causal relationship between sitagliptin and GI bleeding."
330,GI bleed,Tinidazole,0,"There is no direct evidence provided in the provided documents to support a causal association between Tinidazole and GI bleed. The adverse reactions identified in postmarketing experience and clinical studies for Tinidazole primarily include hypersensitivity reactions, neurological adverse reactions like seizures and neuropathy, blood dyscrasias such as transient leukopenia and neutropenia, and other gastrointestinal complaints like metallic taste, nausea, and dyspepsia, but GI bleed is not explicitly mentioned."
331,GI bleed,Itraconazole,0,"Current evidence does not explicitly list gastrointestinal (GI) bleeding as an adverse event associated with itraconazole in the provided documents. However, adverse events such as abdominal pain, dyspepsia, and ulcerative stomatitis, which could be related to GI disturbances, have been reported. It is important to consider that adverse drug reactions can vary among individuals and may not always be predictable based on clinical trials or post-marketing reports alone."
332,GI bleed,Lamivudine,0,"There is no direct evidence provided in the provided documents to support a causal association between lamivudine and gastrointestinal (GI) bleeding. The documents discuss adverse events such as lactic acidosis, severe hepatomegaly with steatosis, pancreatitis, and immune reconstitution syndrome, but GI bleed is not mentioned as a known adverse reaction or side effect of lamivudine in the context given."
333,GI bleed,Zidovudine,0,"There is no direct evidence provided in the provided context to support a causal association between Zidovudine and gastrointestinal (GI) bleeding. The documents focus on hematologic toxicity, such as anemia and neutropenia, and other adverse events like lactic acidosis and myopathy, but do not mention GI bleeding as a recognized adverse event. Monitoring for hematologic toxicities is advised, especially in patients with impaired hepatic function or advanced HIV-1 disease."
334,GI bleed,entecavir,0,"The provided clinical trial data and postmarketing experience do not establish a direct causal relationship between entecavir and gastrointestinal (GI) bleeding, but liver-related deaths including upper gastrointestinal hemorrhage were reported among subjects treated with entecavir. The majority of deaths in the entecavir group during the first 48 weeks of therapy were due to liver-related causes, which included upper gastrointestinal hemorrhage. However, the frequency of GI bleed specifically as an adverse event cannot be reliably estimated from the available data."
335,GI bleed,Paromomycin,0,I don't know.
336,GI bleed,Penicillin V,0,"There is no direct evidence provided in the context regarding the causal association between Penicillin V and GI bleed. The provided documents focus on the risks associated with NSAIDs, particularly in patients with a history of peptic ulcer disease or gastrointestinal bleeding, and do not mention Penicillin V. Therefore, based on the given context, a causal relationship between Penicillin V and GI bleed cannot be established."
337,GI bleed,abacavir,0,"The provided documents do not contain any direct evidence or mention of a causal association between abacavir and gastrointestinal (GI) bleeding. The information focuses on the risk of myocardial infarction, hypersensitivity reactions, and other adverse events related to abacavir, but GI bleed is not discussed in the context of abacavir use."
338,GI bleed,terbinafine,0,"The provided context primarily discusses the risk factors and management of gastrointestinal (GI) bleeding associated with nonsteroidal anti-inflammatory drugs (NSAIDs) and does not specifically address the causal association between terbinafine and GI bleed. Therefore, based on the given documents, there is no direct evidence presented to support a causal relationship between terbinafine and GI bleeding. To determine such an association, one would need to review terbinafine-specific clinical data and post-marketing surveillance reports."
339,GI bleed,Griseofulvin,0,"There is no direct evidence provided in the context regarding the causal association between Griseofulvin and GI bleed. The documents focus on the risks of GI bleeding associated with NSAIDs, the myelosuppressive effects of thioguanine, and other drug interactions, but do not mention Griseofulvin. Therefore, based on the provided context, a causal relationship between Griseofulvin and GI bleed cannot be established."
340,GI bleed,Stavudine,0,"The provided documents do not establish a direct causal association between stavudine and GI bleed. However, stavudine has been associated with serious adverse events such as pancreatitis, which can present with abdominal pain and could potentially lead to secondary complications including GI bleeding. Postmarketing reports and clinical trials indicate a range of adverse effects, but GI bleed is not explicitly mentioned as a known adverse event directly linked to stavudine."
341,GI bleed,Mebendazole,0,"The provided documents do not report a clear association between mebendazole and GI bleed as an adverse event. The adverse reactions listed in clinical trials and postmarketing experiences primarily include gastrointestinal disorders such as anorexia, abdominal pain, diarrhea, flatulence, nausea, and vomiting, but do not specifically mention GI bleed. Therefore, based on the available data, there is no evidence to support a causal association between mebendazole and GI bleed."
342,GI bleed,Vitamin A,0,"There is no direct evidence provided in the context regarding the causal association between Vitamin A and GI bleed. The documents focus on the risks associated with NSAIDs, including factors that increase the risk of GI bleeding, such as the use of oral corticosteroids or anticoagulants, and do not mention Vitamin A. Therefore, based on the provided context, a causal relationship between Vitamin A and GI bleed cannot be established."
343,GI bleed,Potassium Chloride,1,I don't know.
